Новости Общество|9
МГУ стал|5
российских вузов|4
Ректор МГУ|4
МГУ МГУ|4
аспиранта МГУ|4
стал лучшим|3
рейтинге МГУ|3
Профессор МГУ|3
гимназии МГУ|3
дистанционное обучение|3
Общество МГУ|3
МГУ имени|3
годом науки|3
МГУ выделил|2
выделил млн|2
млн рублей|2
рублей поддержку|2
поддержку студентов|2
МГУ поднялся|2
