Журнал Популярная Механика|3
попали рейтинг лучших|3
Студентка СПбГУ повесила|2
Телеканал 78. СПбГУ|2
Политех попали рейтинг|2
Краткая история санкций.|2
история санкций. Часть|2
«Мозг аспирантки заточен|1
аспирантки заточен замужество».|1
заточен замужество». Студентка|1
замужество». Студентка СПбГУ|1
СПбГУ повесила факультете|1
повесила факультете плакаты|1
факультете плакаты цитатами|1
плакаты цитатами преподавателей|1
цитатами преподавателей женщинах|1
преподавателей женщинах Студентка|1
женщинах Студентка СПбГУ|1
Студентка СПбГУ выступила|1
СПбГУ выступила против|1
