МФТИ|103
Ученые|15
коронавируса|12
COVID-19|12
России|9
вузов|9
Вирусолог|8
создали|7
Долгопрудном|7
года|7
Как|7
Журнал|7
Популярная|7
Механика|7
российские|6
МГУ|6
ученые|6
госизмене|5
вакцины|5
разработали|5
